exit_date,symbol,entry_date,entry_price,exit_price,return,reason,days_held
2025-03-18,TKFEN,2025-03-18,113.81993,108.12893349999999,-0.050000000000000044,STOP_LOSS,0
2025-03-19,TRMET,2025-03-19,77.38822,73.518809,-0.050000000000000044,STOP_LOSS,0
2025-03-19,TUREX,2025-03-17,19.1193,18.163335,-0.04999999999999993,STOP_LOSS,2
2025-03-19,ENKAI,2025-03-13,53.9005993,59.29065923000001,0.10000000000000009,TAKE_PROFIT,4
2025-03-19,BMSCH,2025-03-13,10.31235351,9.7967358345,-0.04999999999999993,STOP_LOSS,4
2025-03-20,TUREX,2025-03-20,20.06062,19.057589,-0.050000000000000044,STOP_LOSS,0
2025-03-20,TRENJ,2025-03-20,57.2367,54.374865,-0.04999999999999993,STOP_LOSS,0
2025-03-21,TRMET,2025-03-20,76.76404000000001,72.925838,-0.050000000000000155,STOP_LOSS,1
2025-03-21,TRGYO,2025-03-20,54.95019736,51.581017,-0.061313344116440405,STOP_LOSS,1
2025-03-21,CEMTS,2025-03-19,9.338205985,8.871295685749999,-0.050000000000000155,STOP_LOSS,2
2025-03-24,QUAGR,2025-03-24,3.75922,3.571259,-0.050000000000000044,STOP_LOSS,0
2025-03-24,BAGFS,2025-03-24,18.127480000000002,17.221106000000002,-0.04999999999999993,STOP_LOSS,0
2025-03-25,QUAGR,2025-03-25,4.00667,3.8063364999999996,-0.050000000000000044,STOP_LOSS,0
2025-03-26,TUREX,2025-03-21,20.908515,23.6831,0.13270119853083773,TAKE_PROFIT,3
2025-03-28,BAGFS,2025-03-25,18.46785,20.314635,0.10000000000000009,TAKE_PROFIT,3
2025-03-28,CEMTS,2025-03-24,8.975806369999999,9.873387007,0.10000000000000009,TAKE_PROFIT,4
2025-04-02,CEMTS,2025-04-02,10.59471921,10.0649832495,-0.050000000000000044,STOP_LOSS,0
2025-04-02,TTKOM,2025-03-27,50.31921,47.80324949999999,-0.050000000000000155,STOP_LOSS,2
2025-04-03,CEMTS,2025-04-03,11.55517568,10.977416896,-0.050000000000000044,STOP_LOSS,0
2025-04-07,TTKOM,2025-04-04,49.14357,46.68639149999999,-0.050000000000000155,STOP_LOSS,1
2025-04-07,TUKAS,2025-04-03,2.06545,1.9621774999999997,-0.050000000000000044,STOP_LOSS,2
2025-04-07,BAGFS,2025-04-02,20.41513,19.3943735,-0.050000000000000044,STOP_LOSS,3
2025-04-08,BAGFS,2025-04-08,20.999920000000003,19.949924000000003,-0.050000000000000044,STOP_LOSS,0
2025-04-08,QUAGR,2025-03-26,4.11979,4.531769000000001,0.10000000000000009,TAKE_PROFIT,7
2025-04-14,TRENJ,2025-04-09,60.20408,66.22448800000001,0.10000000000000009,TAKE_PROFIT,3
2025-04-14,KRDMA,2025-04-09,32.219,35.440900000000006,0.10000000000000009,TAKE_PROFIT,3
2025-04-14,TUKAS,2025-04-08,2.09272,2.338,0.11720631522611735,TAKE_PROFIT,4
2025-04-16,KRDMA,2025-04-15,35.24193,33.479833500000005,-0.04999999999999993,STOP_LOSS,1
2025-04-16,TOASO,2025-04-08,164.9128,152.953,-0.07252196312232895,STOP_LOSS,6
2025-04-17,MAVI,2025-04-15,32.8573402,31.21447319,-0.050000000000000044,STOP_LOSS,2
2025-04-18,TRMET,2025-04-11,81.94736,90.14209600000001,0.10000000000000009,TAKE_PROFIT,5
2025-04-21,LOGO,2025-04-16,108.82182884999999,119.704011735,0.10000000000000009,TAKE_PROFIT,3
2025-04-30,GOODY,2025-04-17,15.39745,17.418,0.1312262744805146,TAKE_PROFIT,8
2025-05-05,FROTO,2025-04-24,92.74507304999999,88.10781939749998,-0.050000000000000044,STOP_LOSS,6
2025-05-05,KIMMR,2025-04-21,8.835479999999999,10.244,0.15941635315794978,TAKE_PROFIT,8
2025-05-06,TEKTU,2025-05-06,4.24705,4.034697499999999,-0.050000000000000155,STOP_LOSS,0
2025-05-07,AKFGY,2025-04-22,1.91395,2.114,0.10452206170485123,TAKE_PROFIT,9
2025-05-08,TEKTU,2025-05-08,4.35512,4.137364,-0.050000000000000155,STOP_LOSS,0
2025-05-12,EKGYO,2025-05-06,12.019927180000002,13.25916,0.10309819697260414,TAKE_PROFIT,4
2025-05-13,TEKTU,2025-05-13,4.8964799999999995,4.651655999999999,-0.050000000000000044,STOP_LOSS,0
2025-05-13,FROTO,2025-05-06,89.68486899999999,98.752,0.10109989679530007,TAKE_PROFIT,5
2025-05-15,TEKTU,2025-05-14,4.82881,4.587369499999999,-0.050000000000000044,STOP_LOSS,1
2025-05-16,BMSCH,2025-05-14,10.9989,10.448955,-0.050000000000000044,STOP_LOSS,2
2025-05-20,TCELL,2025-04-17,88.1185509,95.41444045,0.08279629516694653,TIME_EXIT,20
2025-05-20,BMSCH,2025-05-20,11.125150000000001,10.5688925,-0.050000000000000044,STOP_LOSS,0
2025-05-21,TEKTU,2025-05-16,4.48844,5.35,0.19195087825614232,TAKE_PROFIT,2
2025-05-22,EKGYO,2025-05-21,14.29056575,13.5760374625,-0.050000000000000044,STOP_LOSS,1
2025-05-22,TMSN,2025-05-09,86.1732,103.551,0.20166130537104343,TAKE_PROFIT,8
2025-05-27,EKGYO,2025-05-23,13.82345792,13.132285023999998,-0.050000000000000044,STOP_LOSS,2
2025-05-28,HLGYO,2025-05-23,2.642022943,2.5058334,-0.05154744903363995,STOP_LOSS,3
2025-05-29,BMSCH,2025-05-21,10.9383,12.03213,0.10000000000000009,TAKE_PROFIT,6
2025-06-03,EKGYO,2025-05-28,13.43403727,14.777440997000001,0.10000000000000009,TAKE_PROFIT,4
2025-06-10,BIMAS,2025-05-22,471.44070980000004,518.5847807800001,0.10000000000000009,TAKE_PROFIT,11
2025-06-11,MAVI,2025-05-29,31.349390000000003,35.581,0.13498221177509362,TAKE_PROFIT,7
2025-06-12,ASELS,2025-06-04,132.3090708,145.53997788,0.10000000000000009,TAKE_PROFIT,4
2025-06-13,BMSCH,2025-06-12,12.19373,11.5840435,-0.050000000000000044,STOP_LOSS,1
2025-06-19,TUPRS,2025-05-30,121.1657206,136.21239,0.1241825602611899,TAKE_PROFIT,12
2025-06-19,TAVHL,2025-05-29,226.01376000000002,214.713072,-0.050000000000000044,STOP_LOSS,13
2025-06-25,EKGYO,2025-06-20,15.10152,16.709,0.10644491415433666,TAKE_PROFIT,3
2025-06-25,HLGYO,2025-06-16,2.608200467,2.8690205137,0.10000000000000009,TAKE_PROFIT,7
2025-06-30,HEKTS,2025-06-20,2.93001,3.223011,0.10000000000000009,TAKE_PROFIT,6
2025-07-01,AEFES,2025-06-13,13.78155201,15.159707211000002,0.10000000000000009,TAKE_PROFIT,12
2025-07-02,HUNER,2025-06-26,3.3016900000000002,3.649,0.10519158370410309,TAKE_PROFIT,4
2025-07-03,BAGFS,2025-07-01,26.117590000000003,28.729349000000006,0.10000000000000009,TAKE_PROFIT,2
2025-07-04,EUPWR,2025-07-02,26.52159,29.173749,0.10000000000000009,TAKE_PROFIT,2
2025-07-07,BAGFS,2025-07-07,30.48584,28.961547999999997,-0.050000000000000044,STOP_LOSS,0
2025-07-09,INDES,2025-06-26,6.2721,6.96,0.10967618500980536,TAKE_PROFIT,9
2025-07-10,HEKTS,2025-07-10,3.4400600000000003,3.268057,-0.050000000000000044,STOP_LOSS,0
2025-07-10,SARKY,2025-07-08,10.652874,11.718161400000001,0.10000000000000009,TAKE_PROFIT,2
2025-07-10,MAGEN,2025-07-04,13.281096,14.609205600000001,0.10000000000000009,TAKE_PROFIT,4
2025-07-14,HLGYO,2025-07-03,3.15444109,3.5765007,0.13379853925247964,TAKE_PROFIT,7
2025-07-21,ASELS,2025-07-11,154.807447,173.31717,0.1195661020105836,TAKE_PROFIT,5
2025-07-22,QUAGR,2025-07-11,6.380170000000001,7.018187000000001,0.10000000000000009,TAKE_PROFIT,6
2025-07-24,KIMMR,2025-07-11,12.08768,13.296448000000002,0.10000000000000009,TAKE_PROFIT,8
2025-07-25,TMSN,2025-07-14,108.33866,119.17252600000002,0.10000000000000009,TAKE_PROFIT,8
2025-07-28,TEKTU,2025-07-28,14.78438,14.045161,-0.050000000000000044,STOP_LOSS,0
2025-07-29,CANTE,2025-07-22,1.73518,2.009,0.15780495395290406,TAKE_PROFIT,5
2025-08-04,PETUN,2025-07-29,10.66257,11.728827,0.10000000000000009,TAKE_PROFIT,4
2025-08-07,AGHOL,2025-07-23,28.191221,31.0103431,0.10000000000000009,TAKE_PROFIT,11
2025-08-08,SASA,2025-08-08,3.40572,3.235434,-0.04999999999999993,STOP_LOSS,0
2025-08-12,THYAO,2025-07-31,287.70149970000006,316.4716496700001,0.10000000000000009,TAKE_PROFIT,8
2025-08-12,DOHOL,2025-07-30,15.875411289999999,17.462952419,0.10000000000000009,TAKE_PROFIT,9
2025-08-15,SASA,2025-08-11,3.46228,3.8085080000000002,0.10000000000000009,TAKE_PROFIT,4
2025-08-18,KFEIN,2025-08-13,11.38775101,10.8183634595,-0.050000000000000044,STOP_LOSS,3
2025-08-22,TCELL,2025-07-25,94.14109,97.75079000000001,0.038343511850138956,TIME_EXIT,20
2025-08-22,TRENJ,2025-08-13,51.976620000000004,57.17428200000001,0.10000000000000009,TAKE_PROFIT,7
2025-08-25,KARSN,2025-08-18,10.552480000000001,11.638,0.10286870953557825,TAKE_PROFIT,5
2025-09-01,ALKA,2025-08-19,7.726500000000001,8.499150000000002,0.10000000000000009,TAKE_PROFIT,9
2025-09-02,SARKY,2025-09-02,13.147776,12.490387199999999,-0.050000000000000155,STOP_LOSS,0
2025-09-02,TRENJ,2025-08-25,58.70928,55.773816,-0.050000000000000044,STOP_LOSS,6
2025-09-03,ALKA,2025-09-03,8.67186,8.238267,-0.050000000000000044,STOP_LOSS,0
2025-09-03,QUAGR,2025-08-25,7.5447,8.29917,0.10000000000000009,TAKE_PROFIT,7
2025-09-04,QUAGR,2025-09-04,9.00516,8.554902,-0.04999999999999993,STOP_LOSS,0
2025-09-04,ALKA,2025-09-04,9.30311,8.8379545,-0.04999999999999993,STOP_LOSS,0
2025-09-04,MAGEN,2025-08-26,20.11718,22.128898000000003,0.10000000000000009,TAKE_PROFIT,7
2025-09-08,ALKA,2025-09-05,9.40411,8.763,-0.06817338376518345,STOP_LOSS,1
2025-09-09,ALKA,2025-09-09,8.88396,8.439762,-0.050000000000000044,STOP_LOSS,0
2025-09-10,KUTPO,2025-09-03,94.49863,103.94849300000001,0.10000000000000009,TAKE_PROFIT,5
2025-09-15,TOASO,2025-09-09,237.40251999999998,261.142772,0.10000000000000009,TAKE_PROFIT,4
2025-09-18,ALKA,2025-09-16,9.76064,11.184,0.14582650318011914,TAKE_PROFIT,2
2025-09-18,TRMET,2025-09-11,76.98927,84.68819700000002,0.10000000000000009,TAKE_PROFIT,5
2025-09-18,TRENJ,2025-09-05,59.95966,65.95562600000001,0.10000000000000009,TAKE_PROFIT,9
2025-09-22,TRENJ,2025-09-19,66.14995,72.76494500000001,0.10000000000000009,TAKE_PROFIT,1
2025-09-26,EKGYO,2025-09-19,20.11112,19.105563999999998,-0.050000000000000155,STOP_LOSS,5
2025-10-01,MAGEN,2025-09-19,22.989620000000002,21.840139,-0.050000000000000044,STOP_LOSS,8
2025-10-01,TCELL,2025-09-05,91.37975,100.51772500000001,0.10000000000000009,TAKE_PROFIT,18
2025-10-03,TRENJ,2025-09-23,72.27863,79.50649300000002,0.10000000000000009,TAKE_PROFIT,8
2025-10-08,NUHCM,2025-09-29,224.42806,249.745,0.11280648239796753,TAKE_PROFIT,7
2025-10-08,AKSEN,2025-09-29,37.02761,40.730371000000005,0.10000000000000009,TAKE_PROFIT,7
2025-10-10,FONET,2025-10-06,2.528418446,2.938154,0.16205211390077,TAKE_PROFIT,4
2025-10-13,FONET,2025-10-13,3.10209885,2.9469939075,-0.04999999999999993,STOP_LOSS,0
2025-10-13,BRISA,2025-10-09,80.96564000000001,76.91735800000001,-0.050000000000000044,STOP_LOSS,2
2025-10-13,AKSEN,2025-10-09,41.24335,45.367685,0.10000000000000009,TAKE_PROFIT,2
2025-10-13,BMSCH,2025-10-02,15.09445,16.949,0.12286303906402685,TAKE_PROFIT,7
2025-10-14,TAVHL,2025-10-13,236.62179,224.79070049999999,-0.050000000000000044,STOP_LOSS,1
2025-10-15,FONET,2025-10-14,2.948889425,2.80144495375,-0.050000000000000044,STOP_LOSS,1
2025-10-20,SOKM,2025-10-14,38.47191,42.319101,0.10000000000000009,TAKE_PROFIT,4
2025-10-22,TAVHL,2025-10-15,226.37736,249.01509600000003,0.10000000000000009,TAKE_PROFIT,5
2025-10-22,CCOLA,2025-10-14,46.62867,51.606,0.10674398390518114,TAKE_PROFIT,6
2025-10-23,HLGYO,2025-10-21,3.5854999999999997,3.99,0.11281550690280318,TAKE_PROFIT,2
2025-10-24,TCELL,2025-10-15,94.31178,103.742958,0.10000000000000009,TAKE_PROFIT,7
2025-10-28,MAGEN,2025-10-24,23.768330000000002,27.684,0.16474316874597417,TAKE_PROFIT,2
2025-10-30,TRALT,2025-10-23,24.79247,27.271717000000002,0.10000000000000009,TAKE_PROFIT,4
2025-11-03,TTKOM,2025-10-27,53.17145,50.512877499999995,-0.050000000000000155,STOP_LOSS,4
2025-11-06,TTKOM,2025-11-04,50.485859999999995,55.534446,0.10000000000000009,TAKE_PROFIT,2
2025-11-06,OZKGY,2025-10-23,13.46936,14.816296000000001,0.10000000000000009,TAKE_PROFIT,9
2025-11-07,MGROS,2025-10-31,452.1632034,497.37952374,0.10000000000000009,TAKE_PROFIT,5
2025-11-11,TRENJ,2025-11-07,75.0733,71.319635,-0.04999999999999993,STOP_LOSS,2
2025-11-13,TRALT,2025-11-07,28.41736,32.397,0.14004256553036587,TAKE_PROFIT,4
2025-11-13,TRMET,2025-10-30,88.64063,98.335,0.10936711528336374,TAKE_PROFIT,10
2025-11-18,TRALT,2025-11-14,33.21284,36.534124000000006,0.10000000000000009,TAKE_PROFIT,2
2025-11-21,EKGYO,2025-11-12,18.22747,20.050217000000004,0.10000000000000009,TAKE_PROFIT,7
2025-11-24,TEKTU,2025-11-24,11.82407,11.2328665,-0.050000000000000044,STOP_LOSS,0
2025-11-24,BMSCH,2025-11-19,20.15556,23.185,0.1503029437038712,TAKE_PROFIT,3
2025-11-24,AEFES,2025-11-14,14.36018,15.796198,0.10000000000000009,TAKE_PROFIT,6
2025-11-26,ALARK,2025-11-10,87.1327,95.84597000000001,0.10000000000000009,TAKE_PROFIT,12
